"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
11,49,"white","no","no","yes",0,"female","no",12,"other",520,"1977","225"
12,49,"white","no","no","yes",0,"female","no",12,"other",563,"1978","225"
13,49,"white","no","no","yes",0,"female","no",12,"other",650,"1979","225"
14,49,"white","no","no","yes",0,"female","no",12,"other",659,"1980","225"
15,49,"white","no","no","yes",0,"female","no",12,"other",937,"1981","225"
16,49,"white","no","no","yes",0,"female","no",12,"other",994,"1982","225"
30,49,"blue","yes","yes","no",1,"male","no",12,"other",265,"1976","226"
31,52,"blue","yes","yes","no",1,"male","no",12,"other",290,"1977","226"
32,51,"blue","yes","yes","no",1,"male","no",12,"other",339,"1978","226"
33,48,"blue","yes","yes","no",1,"male","no",12,"other",356,"1979","226"
34,50,"blue","yes","yes","no",1,"male","no",12,"other",365,"1980","226"
35,43,"blue","yes","yes","no",1,"male","no",12,"other",450,"1981","226"
36,50,"blue","yes","yes","no",1,"male","no",12,"other",489,"1982","226"
29,47,"white","no","no","yes",1,"male","no",16,"other",998,"1976","227"
30,52,"white","no","no","yes",1,"male","no",16,"other",998,"1977","227"
31,43,"white","no","no","yes",1,"male","no",16,"other",1225,"1978","227"
32,48,"white","no","no","yes",1,"male","no",16,"other",1250,"1979","227"
33,48,"white","no","no","yes",1,"male","no",16,"other",789,"1980","227"
34,48,"white","no","no","yes",1,"male","no",16,"other",1000,"1981","227"
35,48,"white","no","no","yes",1,"male","no",16,"other",1000,"1982","227"
2,50,"white","no","yes","yes",1,"male","no",16,"other",467,"1976","228"
3,50,"white","no","yes","yes",1,"male","no",16,"other",700,"1977","228"
4,50,"white","no","no","yes",1,"male","no",16,"other",900,"1978","228"
5,50,"white","no","no","yes",1,"male","no",16,"other",1000,"1979","228"
6,50,"white","no","no","yes",1,"male","no",16,"other",1200,"1980","228"
7,50,"white","no","no","yes",1,"male","no",16,"other",1400,"1981","228"
8,49,"white","no","no","yes",1,"male","no",16,"other",1500,"1982","228"
16,40,"white","no","no","yes",0,"female","yes",17,"other",800,"1976","229"
17,40,"white","no","no","yes",0,"female","no",17,"other",850,"1977","229"
18,40,"white","no","no","yes",0,"female","yes",17,"other",850,"1978","229"
19,40,"white","no","no","yes",0,"female","no",17,"other",950,"1979","229"
20,39,"white","no","no","yes",0,"female","no",17,"other",1000,"1980","229"
21,42,"white","no","no","yes",0,"female","no",17,"other",1000,"1981","229"
22,42,"white","yes","no","yes",0,"female","yes",17,"other",1000,"1982","229"
2,50,"blue","no","no","no",1,"male","yes",12,"other",370,"1976","230"
3,50,"blue","no","no","no",1,"male","yes",12,"other",513,"1977","230"
4,50,"blue","no","no","no",1,"male","yes",12,"other",580,"1978","230"
5,50,"blue","no","no","no",1,"male","yes",12,"other",700,"1979","230"
6,50,"blue","no","no","no",1,"male","yes",12,"other",825,"1980","230"
7,50,"blue","no","no","no",1,"male","yes",12,"other",900,"1981","230"
8,50,"blue","no","no","no",1,"male","yes",12,"other",1000,"1982","230"
23,49,"white","yes","no","yes",1,"male","no",16,"other",998,"1976","231"
24,48,"white","yes","no","yes",1,"male","no",16,"other",998,"1977","231"
25,49,"white","yes","no","yes",1,"male","no",16,"other",2100,"1978","231"
26,48,"white","yes","no","yes",1,"male","no",16,"other",2650,"1979","231"
27,49,"white","yes","no","yes",1,"male","no",16,"other",2500,"1980","231"
28,48,"white","yes","no","yes",1,"male","no",16,"other",2900,"1981","231"
29,48,"white","yes","no","yes",1,"male","no",16,"other",3125,"1982","231"
27,34,"white","no","no","no",1,"male","no",17,"other",420,"1976","232"
28,49,"white","no","no","no",1,"male","no",17,"other",998,"1977","232"
29,49,"white","no","no","no",1,"male","no",17,"other",1050,"1978","232"
30,47,"white","no","no","no",1,"male","no",17,"other",1114,"1979","232"
31,46,"white","no","no","no",1,"male","yes",17,"other",1200,"1980","232"
32,48,"white","no","no","no",1,"male","no",17,"other",1250,"1981","232"
33,48,"white","no","no","no",1,"male","no",17,"other",1143,"1982","232"
30,46,"blue","no","no","yes",1,"male","yes",10,"other",760,"1976","233"
31,49,"blue","no","no","yes",1,"male","yes",10,"other",825,"1977","233"
32,47,"blue","yes","no","yes",1,"male","yes",10,"other",925,"1978","233"
33,50,"blue","yes","no","yes",1,"male","yes",10,"other",1000,"1979","233"
34,50,"blue","yes","no","yes",1,"male","no",10,"other",1100,"1980","233"
35,45,"blue","yes","no","yes",1,"male","yes",10,"other",1191,"1981","233"
36,39,"blue","yes","no","yes",1,"male","yes",10,"other",1250,"1982","233"
21,39,"blue","yes","no","no",1,"male","yes",12,"other",509,"1976","234"
22,47,"blue","yes","no","no",1,"male","yes",12,"other",546,"1977","234"
23,48,"blue","yes","no","no",1,"male","yes",12,"other",570,"1978","234"
24,48,"blue","yes","no","no",1,"male","yes",12,"other",647,"1979","234"
25,50,"blue","yes","no","no",1,"male","yes",12,"other",657,"1980","234"
26,48,"blue","yes","no","no",1,"male","yes",12,"other",825,"1981","234"
27,47,"blue","yes","no","no",1,"male","yes",12,"other",850,"1982","234"
18,49,"blue","yes","yes","no",1,"male","no",7,"other",375,"1976","235"
19,48,"blue","yes","yes","no",1,"male","no",7,"other",385,"1977","235"
20,46,"blue","yes","yes","no",1,"male","no",7,"other",450,"1978","235"
21,48,"blue","yes","yes","no",1,"male","no",7,"other",465,"1979","235"
22,46,"blue","yes","yes","no",1,"male","no",7,"other",480,"1980","235"
23,40,"blue","yes","yes","no",1,"male","no",7,"other",480,"1981","235"
24,49,"blue","yes","yes","no",1,"male","no",7,"other",480,"1982","235"
7,48,"white","yes","no","no",1,"male","no",17,"other",998,"1976","236"
8,49,"white","yes","no","no",1,"male","no",17,"other",998,"1977","236"
9,49,"white","yes","no","no",1,"male","no",17,"other",1325,"1978","236"
10,49,"white","yes","no","no",1,"male","no",17,"other",1330,"1979","236"
11,48,"white","yes","no","yes",1,"male","no",17,"other",1600,"1980","236"
12,48,"white","yes","no","yes",1,"male","no",17,"other",1600,"1981","236"
13,48,"white","yes","no","yes",1,"male","no",17,"other",1785,"1982","236"
6,36,"white","no","no","no",1,"male","no",16,"other",475,"1976","237"
7,36,"white","no","no","no",1,"male","no",16,"other",470,"1977","237"
8,43,"white","no","no","no",1,"male","no",16,"other",584,"1978","237"
9,36,"white","no","no","no",1,"male","no",16,"other",590,"1979","237"
10,40,"white","no","no","no",1,"male","no",16,"other",554,"1980","237"
11,40,"white","no","no","no",1,"male","no",16,"other",720,"1981","237"
12,36,"white","no","no","no",1,"male","no",16,"other",730,"1982","237"
32,52,"white","no","no","no",0,"male","yes",12,"other",850,"1976","238"
33,50,"blue","no","no","no",0,"male","no",12,"other",945,"1977","238"
34,52,"blue","no","no","no",1,"male","no",12,"other",1000,"1978","238"
35,50,"white","no","no","no",1,"male","no",12,"other",1060,"1979","238"
36,50,"white","no","no","no",1,"male","no",12,"other",1135,"1980","238"
37,48,"white","no","no","no",1,"male","no",12,"other",1013,"1981","238"
38,48,"white","no","no","no",1,"male","no",12,"other",1136,"1982","238"
27,47,"white","no","no","yes",1,"male","no",16,"other",998,"1976","239"
28,47,"white","no","no","yes",1,"male","no",16,"other",998,"1977","239"
29,47,"white","no","no","yes",1,"male","no",16,"other",2500,"1978","239"
30,47,"white","no","no","yes",1,"male","no",16,"other",2700,"1979","239"
31,47,"white","no","no","yes",1,"male","no",16,"other",2150,"1980","239"
32,47,"white","no","no","no",1,"male","no",16,"other",3000,"1981","239"
33,49,"white","no","no","no",1,"male","no",16,"other",3150,"1982","239"
34,49,"blue","yes","no","yes",1,"male","yes",12,"other",998,"1976","240"
35,49,"blue","yes","no","yes",1,"male","yes",12,"other",998,"1977","240"
36,49,"blue","yes","no","yes",1,"male","yes",12,"other",1241,"1978","240"
37,49,"blue","yes","no","yes",1,"male","yes",12,"other",1393,"1979","240"
38,49,"blue","no","no","yes",1,"male","yes",12,"other",1675,"1980","240"
39,49,"blue","no","no","yes",1,"male","yes",12,"other",1750,"1981","240"
40,48,"blue","no","no","yes",1,"male","yes",12,"other",1915,"1982","240"
15,50,"blue","no","no","yes",1,"male","no",10,"other",691,"1976","241"
16,49,"blue","no","no","yes",0,"male","no",10,"other",757,"1977","241"
17,45,"blue","no","no","yes",0,"male","no",10,"other",831,"1978","241"
18,43,"blue","yes","no","yes",1,"male","no",10,"other",958,"1979","241"
19,49,"blue","no","no","yes",1,"male","no",10,"other",969,"1980","241"
20,44,"blue","no","no","yes",1,"male","yes",10,"other",861,"1981","241"
21,38,"blue","no","no","yes",1,"male","yes",10,"other",871,"1982","241"
7,47,"blue","no","no","yes",0,"female","yes",10,"other",315,"1976","242"
8,45,"blue","no","no","yes",0,"female","yes",10,"other",315,"1977","242"
9,46,"blue","no","no","yes",0,"female","yes",10,"other",358,"1978","242"
10,41,"blue","no","no","yes",0,"female","yes",10,"other",382,"1979","242"
11,48,"blue","no","no","yes",0,"female","yes",10,"other",418,"1980","242"
12,45,"blue","no","no","yes",0,"female","yes",10,"other",414,"1981","242"
13,39,"blue","no","no","yes",0,"female","yes",10,"other",476,"1982","242"
9,46,"blue","yes","no","yes",1,"male","yes",12,"other",998,"1976","243"
10,43,"blue","yes","no","yes",1,"male","yes",12,"other",998,"1977","243"
11,40,"blue","yes","no","yes",1,"male","yes",12,"other",1268,"1978","243"
12,43,"blue","no","no","yes",1,"male","yes",12,"other",1374,"1979","243"
13,50,"blue","no","no","yes",1,"male","yes",12,"other",1530,"1980","243"
14,49,"blue","yes","no","yes",1,"male","yes",12,"other",1650,"1981","243"
15,48,"blue","yes","no","yes",1,"male","yes",12,"other",1550,"1982","243"
22,42,"blue","yes","yes","no",1,"male","no",10,"other",585,"1976","244"
23,48,"blue","yes","yes","no",1,"male","no",10,"other",645,"1977","244"
24,48,"blue","yes","yes","no",1,"male","no",10,"other",713,"1978","244"
25,43,"blue","yes","yes","no",1,"male","no",10,"other",673,"1979","244"
26,52,"blue","yes","yes","no",1,"male","no",10,"other",710,"1980","244"
27,52,"blue","yes","yes","no",1,"male","no",10,"other",770,"1981","244"
28,52,"blue","yes","yes","no",1,"male","no",10,"other",840,"1982","244"
36,48,"blue","no","no","yes",1,"male","no",7,"other",600,"1976","245"
37,44,"blue","no","no","yes",1,"male","no",7,"other",650,"1977","245"
38,45,"blue","no","no","yes",1,"male","no",7,"other",700,"1978","245"
39,50,"blue","no","no","yes",1,"male","no",7,"other",750,"1979","245"
40,50,"blue","no","no","yes",1,"male","no",7,"other",785,"1980","245"
41,50,"blue","no","no","yes",1,"male","no",7,"other",800,"1981","245"
42,40,"blue","no","no","yes",1,"male","no",7,"other",820,"1982","245"
37,50,"blue","no","yes","no",1,"male","yes",10,"other",650,"1976","246"
38,26,"blue","no","yes","no",1,"male","no",10,"other",575,"1977","246"
39,24,"blue","no","yes","no",1,"male","yes",10,"other",575,"1978","246"
40,39,"blue","no","yes","no",1,"male","yes",10,"other",670,"1979","246"
41,51,"blue","no","yes","no",1,"male","yes",10,"other",733,"1980","246"
42,44,"blue","no","yes","no",1,"male","yes",10,"other",783,"1981","246"
43,46,"blue","no","yes","no",1,"male","yes",10,"other",750,"1982","246"
9,50,"blue","no","no","yes",0,"female","no",7,"afam",230,"1976","247"
10,44,"blue","no","no","yes",0,"female","no",7,"afam",260,"1977","247"
11,50,"blue","no","no","yes",0,"female","no",7,"afam",265,"1978","247"
12,50,"blue","no","no","yes",0,"female","no",7,"afam",310,"1979","247"
13,50,"blue","no","no","yes",0,"female","no",7,"afam",320,"1980","247"
14,50,"blue","no","no","yes",0,"female","no",7,"afam",335,"1981","247"
15,49,"blue","no","no","yes",0,"female","no",7,"afam",420,"1982","247"
10,49,"blue","no","no","yes",0,"female","no",11,"other",313,"1976","248"
11,50,"blue","no","no","yes",0,"female","no",11,"other",310,"1977","248"
12,42,"blue","no","no","yes",0,"female","no",11,"other",225,"1978","248"
13,51,"blue","no","no","yes",0,"female","no",11,"other",236,"1979","248"
14,52,"white","yes","no","yes",0,"female","no",11,"other",500,"1980","248"
15,50,"blue","no","no","yes",0,"female","no",11,"other",350,"1981","248"
16,47,"blue","no","no","yes",0,"female","no",11,"other",500,"1982","248"
30,49,"white","yes","no","yes",1,"male","no",16,"other",750,"1976","249"
31,48,"white","yes","no","yes",0,"male","no",16,"other",700,"1977","249"
32,48,"white","yes","no","yes",0,"male","no",16,"other",850,"1978","249"
33,47,"white","yes","no","yes",0,"male","no",16,"other",900,"1979","249"
34,48,"white","yes","no","yes",0,"male","no",16,"other",1050,"1980","249"
35,47,"white","yes","no","yes",0,"male","no",16,"other",1125,"1981","249"
36,48,"white","yes","no","yes",0,"male","no",16,"other",1100,"1982","249"
18,48,"blue","yes","yes","no",1,"male","yes",10,"other",427,"1976","250"
19,47,"blue","yes","yes","no",1,"male","yes",10,"other",450,"1977","250"
20,48,"blue","yes","yes","no",1,"male","yes",10,"other",485,"1978","250"
21,48,"blue","yes","yes","no",1,"male","yes",10,"other",536,"1979","250"
22,48,"blue","yes","yes","no",1,"male","yes",10,"other",600,"1980","250"
23,48,"blue","yes","yes","no",1,"male","yes",10,"other",675,"1981","250"
24,48,"blue","yes","yes","no",1,"male","yes",10,"other",717,"1982","250"
6,50,"white","no","yes","no",1,"male","no",16,"other",360,"1976","251"
7,49,"white","no","yes","yes",1,"male","no",16,"other",500,"1977","251"
8,49,"white","no","yes","no",1,"male","no",16,"other",630,"1978","251"
9,50,"white","no","yes","no",1,"male","no",16,"other",600,"1979","251"
10,49,"white","no","yes","no",0,"male","no",16,"other",778,"1980","251"
11,50,"white","no","yes","no",0,"male","no",16,"other",750,"1981","251"
12,49,"white","no","yes","no",0,"male","no",16,"other",750,"1982","251"
25,49,"white","no","no","yes",1,"male","no",17,"afam",998,"1976","252"
26,47,"white","no","no","yes",1,"male","no",17,"afam",998,"1977","252"
27,49,"white","no","no","yes",1,"male","no",17,"afam",1900,"1978","252"
28,48,"white","no","no","yes",1,"male","no",17,"afam",2000,"1979","252"
29,49,"white","no","no","yes",1,"male","no",17,"afam",2150,"1980","252"
30,48,"white","no","no","yes",1,"male","no",17,"afam",2000,"1981","252"
31,47,"white","no","no","yes",1,"male","no",17,"afam",2200,"1982","252"
7,49,"white","yes","yes","no",1,"male","yes",12,"afam",512,"1976","253"
8,32,"white","yes","yes","no",1,"male","yes",12,"afam",660,"1977","253"
9,49,"blue","yes","yes","no",1,"male","yes",12,"afam",680,"1978","253"
10,49,"blue","yes","yes","no",1,"male","yes",12,"afam",725,"1979","253"
11,34,"blue","yes","yes","no",1,"male","yes",12,"afam",900,"1980","253"
12,49,"blue","no","yes","no",1,"male","yes",12,"afam",950,"1981","253"
13,49,"white","yes","yes","no",1,"male","yes",12,"afam",1050,"1982","253"
33,48,"blue","yes","no","no",1,"male","no",12,"other",506,"1976","254"
34,48,"blue","yes","no","no",1,"male","no",12,"other",550,"1977","254"
35,47,"blue","yes","no","no",1,"male","no",12,"other",600,"1978","254"
36,48,"blue","yes","no","no",1,"male","no",12,"other",685,"1979","254"
37,48,"blue","yes","no","no",1,"male","no",12,"other",744,"1980","254"
38,48,"blue","yes","no","no",1,"male","no",12,"other",816,"1981","254"
39,24,"blue","yes","no","no",1,"male","no",12,"other",834,"1982","254"
3,48,"blue","yes","no","no",0,"female","no",12,"other",425,"1976","255"
4,11,"blue","yes","no","no",0,"female","yes",12,"other",410,"1977","255"
5,37,"blue","yes","no","no",0,"female","yes",12,"other",533,"1978","255"
6,50,"blue","yes","no","no",0,"female","yes",12,"other",583,"1979","255"
7,40,"blue","yes","no","no",0,"female","yes",12,"other",638,"1980","255"
8,47,"blue","yes","no","no",0,"female","yes",12,"other",708,"1981","255"
9,50,"blue","yes","no","no",0,"female","yes",12,"other",758,"1982","255"
5,16,"white","no","yes","yes",1,"male","no",16,"other",508,"1976","256"
6,39,"white","no","yes","yes",1,"male","yes",16,"other",575,"1977","256"
7,50,"white","no","yes","yes",1,"male","yes",16,"other",665,"1978","256"
8,50,"white","no","yes","yes",1,"male","yes",16,"other",800,"1979","256"
9,50,"white","no","yes","yes",1,"male","yes",16,"other",1075,"1980","256"
10,49,"white","no","yes","yes",1,"male","yes",16,"other",1100,"1981","256"
11,48,"white","no","yes","yes",1,"male","yes",16,"other",1200,"1982","256"
32,47,"blue","yes","no","no",1,"male","yes",12,"other",768,"1976","257"
33,47,"blue","yes","no","no",1,"male","yes",12,"other",849,"1977","257"
34,47,"blue","yes","no","no",1,"male","yes",12,"other",897,"1978","257"
35,47,"blue","yes","no","no",1,"male","yes",12,"other",986,"1979","257"
36,47,"blue","yes","no","no",1,"male","yes",12,"other",1127,"1980","257"
37,47,"blue","yes","no","no",1,"male","yes",12,"other",1170,"1981","257"
38,47,"blue","yes","no","no",1,"male","yes",12,"other",1340,"1982","257"
25,42,"white","no","yes","no",0,"male","no",17,"other",673,"1976","258"
